# col1: wavelength, col2: cont_sub flux, col3: Flux error

5.247489929199218750e+00,4.404847447353199552e-03,4.063785541802644730e-03

5.277729988098144531e+00,2.926032441709993520e-03,3.998956643044948578e-03
5.307970046997070312e+00,-3.469446951953614189e-18,4.649660550057888031e-03
5.338210105895996094e+00,2.129672585129485651e-04,2.947415923699736595e-03
5.368460178375244141e+00,2.752189225532226946e-03,7.624497171491384506e-03
5.398700237274169922e+00,2.542142941001523937e-03,8.491063490509986877e-03
5.428939819335937500e+00,1.912753214745686187e-03,4.556099418550729752e-03
5.459179878234863281e+00,2.747384434437949441e-03,4.402836784720420837e-03
5.489419937133789062e+00,1.789347063812948141e-03,9.555600583553314209e-03
5.519670009613037109e+00,-6.938893903907228378e-18,4.364301450550556183e-03
5.549910068511962891e+00,-2.101036391649463431e-04,4.570193588733673096e-03
5.580150127410888672e+00,1.311801097289393148e-03,7.500584702938795090e-03
5.610390186309814453e+00,2.875577151965298672e-03,4.503156058490276337e-03
5.640629768371582031e+00,-3.973045381749848448e-04,5.253166425973176956e-03
5.670879840850830078e+00,-8.934516537484338272e-04,9.574736468493938446e-03
5.701119899749755859e+00,1.464574650065775252e-03,4.799913614988327026e-03
5.731359958648681641e+00,4.801823267865726330e-04,7.832606323063373566e-03
5.761600017547607422e+00,2.087003661915540209e-03,6.024918518960475922e-03
5.791840076446533203e+00,-5.024727219752542218e-04,5.429144948720932007e-03
5.822090148925781250e+00,6.938893903907228378e-18,8.244951255619525909e-03
5.852330207824707031e+00,1.625503027793476218e-03,4.891262855380773544e-03
5.882569789886474609e+00,1.103742444518329702e-03,5.191108211874961853e-03
5.912809848785400391e+00,1.546839281059746163e-03,9.544930420815944672e-03
5.943049907684326172e+00,2.783843891960298411e-03,5.212296731770038605e-03
5.973299980163574219e+00,2.915076641191005624e-03,6.900738459080457687e-03
6.003540039062500000e+00,6.662859186332130423e-03,6.737111136317253113e-03
6.033780097961425781e+00,7.341059277449143994e-03,1.094431802630424500e-02
6.064020156860351562e+00,9.531420285082178867e-03,1.227155514061450958e-02
6.094260215759277344e+00,1.283777759432258581e-02,1.764037273824214935e-02
6.124509811401367188e+00,1.744763725832181728e-02,9.006739594042301178e-03
6.154749870300292969e+00,2.285687894860816832e-02,7.185902446508407593e-03
6.184989929199218750e+00,3.341087025390378218e-02,2.089500799775123596e-02
6.215229988098144531e+00,3.972904846250015221e-02,7.130147423595190048e-03
6.245470046997070312e+00,4.400662422103378268e-02,7.385683245956897736e-03
6.275720119476318359e+00,4.449481012110188122e-02,7.529586553573608398e-03
6.305960178375244141e+00,3.780999270777932880e-02,7.590977940708398819e-03
6.336200237274169922e+00,3.166515310422528262e-02,5.858937744051218033e-03
6.366439819335937500e+00,2.754524247490909572e-02,6.048498675227165222e-03
6.396679878234863281e+00,2.563312152126692722e-02,1.378970406949520111e-02
6.426929950714111328e+00,2.105058029342730952e-02,7.168782874941825867e-03
6.457170009613037109e+00,1.652328159384353068e-02,7.033396046608686447e-03
6.487410068511962891e+00,1.271766536932553149e-02,6.651401054114103317e-03
6.517650127410888672e+00,8.867314127490824593e-03,7.010180503129959106e-03
6.547890186309814453e+00,5.725639410762151105e-03,7.123331539332866669e-03
6.578139781951904297e+00,8.606700044455309340e-03,9.248761460185050964e-03
6.608379840850830078e+00,4.391725932144957545e-03,6.534663960337638855e-03
6.638619899749755859e+00,4.630348065212452902e-03,9.501911699771881104e-03
6.668859958648681641e+00,-7.994705984759598039e-04,6.655502598732709885e-03
6.699100017547607422e+00,-6.118127062367528790e-04,5.888717714697122574e-03
6.729350090026855469e+00,1.387778780781445676e-17,7.686467841267585754e-03
6.759590148925781250e+00,1.900353217187747412e-03,5.455750972032546997e-03
6.789830207824707031e+00,4.507817141858896925e-03,1.749515533447265625e-02
6.820069789886474609e+00,1.059514486513454812e-02,1.471661962568759918e-02
6.850309848785400391e+00,1.346493525846023664e-02,6.423995830118656158e-03
6.880559921264648438e+00,1.317966029692584085e-02,1.126007363200187683e-02
6.910799980163574219e+00,1.737703925158722018e-02,8.917448110878467560e-03
6.941040039062500000e+00,1.841774374293767003e-02,5.820509977638721466e-03
6.971280097961425781e+00,1.062872600674877321e-02,8.361684158444404602e-03
7.001520156860351562e+00,6.657394425986090658e-03,8.327405899763107300e-03
7.031770229339599609e+00,-1.387778780781445676e-17,5.734600592404603958e-03
7.062009811401367188e+00,-5.303209765436522893e-04,6.588382180780172348e-03
7.092249870300292969e+00,6.321968897867735748e-04,8.552016690373420715e-03
7.122489929199218750e+00,5.180007473049752509e-03,7.717702537775039673e-03
7.152729988098144531e+00,6.656470536789999004e-03,8.333860896527767181e-03
7.182980060577392578e+00,8.555759574905674736e-03,7.562392856925725937e-03
7.213220119476318359e+00,1.404419717612992446e-02,8.622222580015659332e-03
7.243460178375244141e+00,2.528498177594623586e-02,8.309861645102500916e-03
7.273700237274169922e+00,2.327108188109000553e-02,7.262716535478830338e-03
7.303939819335937500e+00,1.955033314248835752e-02,7.662801072001457214e-03
7.455150127410888672e+00,2.790454265815184298e-02,1.297361869364976883e-02
7.515639781951904297e+00,3.426612062933045988e-02,6.084762513637542725e-03
7.576119899749755859e+00,4.373478637599928498e-02,8.914882317185401917e-03
7.636600017547607422e+00,5.396708924820531328e-02,6.063147448003292084e-03
7.697090148925781250e+00,6.051928319393140576e-02,7.280181627720594406e-03
7.757569789886474609e+00,6.253427152250140564e-02,1.266733277589082718e-02
7.818049907684326172e+00,6.897290873058192773e-02,7.566294167190790176e-03
7.878540039062500000e+00,6.875502061457228198e-02,2.163263037800788879e-02
7.939020156860351562e+00,7.270298133922301065e-02,8.618760854005813599e-03
7.999509811401367188e+00,7.800956400846001393e-02,6.824438925832509995e-03
8.059989929199218750e+00,7.430404920923303069e-02,9.405578486621379852e-03
8.120470046997070312e+00,7.484555974845860660e-02,6.541030481457710266e-03
8.180959701538085938e+00,6.605320327123692659e-02,7.597661111503839493e-03
8.241439819335937500e+00,6.850779592826994335e-02,5.765184294432401657e-03
8.301919937133789062e+00,6.613184952306577769e-02,7.237593643367290497e-03
8.362409591674804688e+00,6.226537954631714000e-02,6.109296344220638275e-03
8.422889709472656250e+00,5.938959728319684328e-02,6.806395016610622406e-03
8.483369827270507812e+00,5.554209504294349564e-02,4.573908168822526932e-03
8.543860435485839844e+00,4.874562520672470756e-02,4.195808432996273041e-03
8.604339599609375000e+00,4.406809022154722921e-02,4.354914184659719467e-03
8.664830207824707031e+00,3.792709013022493858e-02,4.428541287779808044e-03
8.725310325622558594e+00,2.980162027680782755e-02,4.402409773319959641e-03
8.785790443420410156e+00,1.938112178089684834e-02,4.860686603933572769e-03
8.846280097961425781e+00,1.221027260862894703e-02,4.278332926332950592e-03
8.906760215759277344e+00,8.872336641763733933e-03,9.297573938965797424e-03
8.967240333557128906e+00,5.911552046998114207e-03,4.500435665249824524e-03
9.027729988098144531e+00,2.839200698910138154e-03,6.581589579582214355e-03
9.088210105895996094e+00,1.457062978398870889e-04,3.672414692118763924e-03
9.148690223693847656e+00,2.775557561562891351e-17,5.154627375304698944e-03
9.209179878234863281e+00,4.251557641615499872e-04,5.207458045333623886e-03
9.269659996032714844e+00,1.950077780985576270e-03,5.289314314723014832e-03
9.330149650573730469e+00,3.329704301023611590e-03,4.474089480936527252e-03
9.390629768371582031e+00,4.556950472330290047e-03,7.009669672697782516e-03
9.451109886169433594e+00,-2.775557561562891351e-17,5.475880112498998642e-03
9.511599540710449219e+00,1.872338055296796089e-03,6.946959532797336578e-03
9.572079658508300781e+00,1.653044927526270413e-03,9.403925389051437378e-03
9.632559776306152344e+00,5.162770201062066855e-03,4.131582099944353104e-03
9.693050384521484375e+00,2.490442193499836643e-03,5.523462314158678055e-03
9.753529548645019531e+00,0.000000000000000000e+00,4.547973629087209702e-03
9.814009666442871094e+00,9.963245684954102899e-04,4.399857483804225922e-03
9.874500274658203125e+00,-1.877754706703621546e-03,4.180192947387695312e-03
9.934980392456054688e+00,-2.108810504897778992e-03,3.840822260826826096e-03
9.995470046997070312e+00,-2.277510252971265414e-03,4.457489587366580963e-03
1.005595016479492188e+01,-3.086721594159125281e-03,3.775467397645115852e-03
1.011643028259277344e+01,2.696579881891481012e-03,2.038374543190002441e-02
1.017691993713378906e+01,-6.264638172479020106e-04,6.937307305634021759e-03
1.023740005493164062e+01,-3.234106672031389351e-03,5.022652447223663330e-03
1.029788017272949219e+01,5.551115123125782702e-17,6.316889077425003052e-03
1.035836982727050781e+01,4.829712277542030918e-04,7.750036194920539856e-03
1.041884994506835938e+01,-3.589644552594029037e-04,5.956169683486223221e-03
1.047933006286621094e+01,-1.823075713772326356e-03,5.660305265337228775e-03
1.053981971740722656e+01,-1.890613295540743977e-03,5.027063656598329544e-03
1.060029983520507812e+01,-5.551115123125782702e-17,5.361745599657297134e-03
1.066079044342041016e+01,-3.226371674122985311e-03,6.320942658931016922e-03
1.072126960754394531e+01,-4.506719249375845671e-03,7.073218934237957001e-03
1.078174972534179688e+01,-3.293327664370571117e-03,7.286226376891136169e-03
1.084224033355712891e+01,-5.551115123125782702e-17,5.353116430342197418e-03
1.090272045135498047e+01,5.875271360005207555e-03,5.615743808448314667e-03
1.096319961547851562e+01,1.231022273257831312e-02,6.488730199635028839e-03
1.102369022369384766e+01,1.886832729514009710e-02,6.957867182791233063e-03
1.108417034149169922e+01,2.806542485965812794e-02,7.251541595906019211e-03
1.114465045928955078e+01,4.537160342126478341e-02,9.409073740243911743e-03
1.120514011383056641e+01,7.031547342380556342e-02,8.165806531906127930e-03
1.126562023162841797e+01,8.666879889350320720e-02,1.026522554457187653e-02
1.132610988616943359e+01,8.468226324762628821e-02,8.800815790891647339e-03
1.138659000396728516e+01,6.898333219050289955e-02,9.883799590170383453e-03
1.144707012176513672e+01,5.861447484234061367e-02,1.083594467490911484e-02
1.150755977630615234e+01,5.101415599699377079e-02,9.158177301287651062e-03
1.156803989410400391e+01,3.809078061316284458e-02,7.190787699073553085e-03
1.162852001190185547e+01,2.342194002798014818e-02,8.916181512176990509e-03
1.168900966644287109e+01,1.293427029955973584e-02,1.227121241390705109e-02
1.174948978424072266e+01,6.703613338958303025e-03,1.107360050082206726e-02
1.180996990203857422e+01,-1.110223024625156540e-16,1.094967592507600784e-02
1.187045955657958984e+01,-5.633128743702697783e-03,7.908757776021957397e-03
1.193093967437744141e+01,5.999116921775460298e-03,7.406331598758697510e-03
1.199143028259277344e+01,1.090825254140992406e-02,9.062163531780242920e-03
1.205191040039062500e+01,1.126518474922766355e-02,8.069743402302265167e-03
1.211238956451416016e+01,1.093310124930568783e-02,1.269615162163972855e-02
1.217288017272949219e+01,1.083805405305160452e-02,2.926347404718399048e-02
1.223336029052734375e+01,8.145054892227499010e-03,8.789383806288242340e-03
1.229384040832519531e+01,5.386217378168134395e-03,1.071792840957641602e-02
1.235433006286621094e+01,3.053975799192976126e-03,3.325881063938140869e-02
1.241481018066406250e+01,1.110223024625156540e-16,1.723563298583030701e-02
1.247529029846191406e+01,-3.598447151687778067e-03,8.804775774478912354e-03
1.253577995300292969e+01,-8.499928683974311561e-03,1.125119812786579132e-02
1.259626007080078125e+01,-1.100565196722413930e-02,7.997233420610427856e-03
1.265674972534179688e+01,-8.092244666941805775e-03,9.222188964486122131e-03
1.271722984313964844e+01,-1.037185321118250236e-02,1.001881621778011322e-02
1.277770996093750000e+01,-6.589301486036869271e-03,9.246025234460830688e-03
1.283819961547851562e+01,-5.683059601131579264e-03,2.377451770007610321e-02
1.289867973327636719e+01,-4.956614980368145851e-03,8.876624517142772675e-03
1.295915985107421875e+01,-2.220446049250313081e-16,1.110119745135307312e-02
1.301965045928955078e+01,1.010891638353350608e-02,9.426177479326725006e-03
1.308012962341308594e+01,8.856486958527587383e-03,1.048827450722455978e-02
1.314060974121093750e+01,1.081763695130921743e-02,9.873431175947189331e-03
1.320110034942626953e+01,1.690192112406840863e-02,2.347385883331298828e-02
1.326158046722412109e+01,1.860706094186581616e-02,1.526919566094875336e-02
1.332205963134765625e+01,1.660217628702964632e-02,1.059417147189378738e-02
1.338255023956298828e+01,5.591540012687246097e-03,9.465195238590240479e-03
1.344303035736083984e+01,0.000000000000000000e+00,9.705195203423500061e-03
1.350352001190185547e+01,-5.685313882798359586e-03,1.096911355853080750e-02
1.356400012969970703e+01,-9.081952780441548967e-03,1.222042087465524673e-02
1.362448024749755859e+01,-6.367135926067746254e-03,1.058271620422601700e-02
1.368496990203857422e+01,-8.092728359393897009e-03,1.396438200026750565e-02
1.374545001983642578e+01,-2.405114712040523628e-03,3.063315711915493011e-02
1.380593013763427734e+01,0.000000000000000000e+00,1.128074992448091507e-02
1.386641979217529297e+01,-3.322768517339036443e-03,1.721118390560150146e-02
