# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,1.278968813593997599e-15
0.000000000000000000e+00,6.864321646604663485e+00
0.000000000000000000e+00,4.972606056757234577e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.250000000000000000e+00
0.000000000000000000e+00,1.075525473185759417e-01
1.000000000000000000e+00,7.391213122287253564e-16
1.000000000000000000e+00,7.548064136483271014e+00
1.000000000000000000e+00,2.500000000000000000e-01
1.000000000000000000e+00,4.981275671329582209e-16
1.000000000000000000e+00,8.000838775366753808e+00
1.000000000000000000e+00,8.815199584829602752e-02
1.000000000000000000e+00,3.616130558633904277e-16
1.000000000000000000e+00,8.234754118418265989e+00
1.000000000000000000e+00,1.687202142022489193e-01
1.000000000000000000e+00,4.067201204249471012e-16
1.000000000000000000e+00,8.635877759278191235e+00
1.000000000000000000e+00,1.459130682846971061e-01
