# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,2.351218226826270323e-14
0.000000000000000000e+00,6.799999999999999822e+00
0.000000000000000000e+00,6.236996901409330024e-02
0.000000000000000000e+00,6.423381440971023875e-16
0.000000000000000000e+00,7.206177924043545957e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.299999999999999893e-12
1.000000000000000000e+00,7.796451479739272550e+00
1.000000000000000000e+00,2.183159057136283832e-01
1.000000000000000000e+00,1.500000000000000071e-12
1.000000000000000000e+00,7.795788541422925988e+00
1.000000000000000000e+00,2.138904470827117654e-01
1.000000000000000000e+00,2.000000000018570730e-19
1.000000000000000000e+00,8.500000000000000000e+00
1.000000000000000000e+00,2.999999999999999889e-02
1.000000000000000000e+00,3.950964194945768898e-12
1.000000000000000000e+00,8.500000000000000000e+00
1.000000000000000000e+00,9.901492087809712350e-01
