# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.897304270294982942e+00
0.000000000000000000e+00,9.574260461131806066e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.213255024486431743e+00
0.000000000000000000e+00,3.075967389393142667e-02
1.000000000000000000e+00,1.362838512414728027e-15
1.000000000000000000e+00,7.716339944524865047e+00
1.000000000000000000e+00,2.500000000000000000e-01
1.000000000000000000e+00,1.397506423892665846e-15
1.000000000000000000e+00,7.881690236602592492e+00
1.000000000000000000e+00,1.107866980609963359e-01
1.000000000000000000e+00,5.930878352077690361e-16
1.000000000000000000e+00,8.132441718218702320e+00
1.000000000000000000e+00,2.000000000000000111e-01
1.000000000000000000e+00,8.461978472533649231e-16
1.000000000000000000e+00,8.628133830109808500e+00
1.000000000000000000e+00,1.661936374031543207e-01
