# Full model fit
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: wavelength, col3: flux density
0.000000000000000000e+00,6.608379840850830078e+00,4.512519667704738889e-18
0.000000000000000000e+00,6.638619899749755859e+00,9.669256815490447120e-18
0.000000000000000000e+00,6.668859958648681641e+00,1.907133716721789060e-17
0.000000000000000000e+00,6.699100017547607422e+00,3.462447959690106603e-17
0.000000000000000000e+00,6.729350090026855469e+00,5.787184328327524514e-17
0.000000000000000000e+00,6.759590148925781250e+00,8.901959879268834576e-17
0.000000000000000000e+00,6.789830207824707031e+00,1.260427910168343986e-16
0.000000000000000000e+00,6.820069789886474609e+00,1.642717641912143002e-16
0.000000000000000000e+00,6.850309848785400391e+00,1.970715763552301771e-16
0.000000000000000000e+00,6.880559921264648438e+00,2.176243188670128085e-16
0.000000000000000000e+00,6.910799980163574219e+00,2.211997851659112923e-16
0.000000000000000000e+00,6.941040039062500000e+00,2.069550547937457760e-16
0.000000000000000000e+00,6.971280097961425781e+00,1.782302586457111504e-16
0.000000000000000000e+00,7.001520156860351562e+00,1.412865751798113027e-16
0.000000000000000000e+00,7.031770229339599609e+00,1.030820717217810130e-16
0.000000000000000000e+00,7.062009811401367188e+00,6.923438122837353150e-17
0.000000000000000000e+00,7.092249870300292969e+00,4.280279324655658423e-17
0.000000000000000000e+00,7.122489929199218750e+00,2.435771076176140300e-17
0.000000000000000000e+00,7.152729988098144531e+00,1.275894861402155250e-17
0.000000000000000000e+00,7.182980060577392578e+00,6.150302863253030920e-18
0.000000000000000000e+00,7.213220119476318359e+00,2.729550467730055776e-18
0.000000000000000000e+00,7.243460178375244141e+00,1.115064054691307470e-18
0.000000000000000000e+00,7.273700237274169922e+00,4.192977820372481603e-19
0.000000000000000000e+00,7.303939819335937500e+00,1.451332514214751543e-19
0.000000000000000000e+00,7.334189891815185547e+00,4.622191268219639856e-20
0.000000000000000000e+00,7.364429950714111328e+00,1.355506166288097547e-20
0.000000000000000000e+00,7.394670009613037109e+00,3.659056738240031039e-21
0.000000000000000000e+00,7.424910068511962891e+00,9.091820473491038155e-22
0.000000000000000000e+00,7.455150127410888672e+00,2.079441087290370140e-22
0.000000000000000000e+00,7.485400199890136719e+00,4.375487171753457736e-23
0.000000000000000000e+00,7.515639781951904297e+00,8.479103033370043574e-24
0.000000000000000000e+00,7.576119899749755859e+00,2.483231359503393763e-25
0.000000000000000000e+00,7.636600017547607422e+00,5.220843820295810164e-27
1.000000000000000000e+00,7.122489929199218750e+00,2.208860160445903858e-16
1.000000000000000000e+00,7.152729988098144531e+00,2.778768359686194473e-16
1.000000000000000000e+00,7.182980060577392578e+00,3.443888682662988107e-16
1.000000000000000000e+00,7.213220119476318359e+00,4.204333800717635572e-16
1.000000000000000000e+00,7.243460178375244141e+00,5.056257201484080823e-16
1.000000000000000000e+00,7.273700237274169922e+00,5.990264871571998375e-16
1.000000000000000000e+00,7.303939819335937500e+00,6.991146634563458210e-16
1.000000000000000000e+00,7.334189891815185547e+00,8.038221815267224617e-16
1.000000000000000000e+00,7.364429950714111328e+00,9.104236912110101915e-16
1.000000000000000000e+00,7.394670009613037109e+00,1.015842842104075678e-15
1.000000000000000000e+00,7.424910068511962891e+00,1.116653915358502568e-15
1.000000000000000000e+00,7.455150127410888672e+00,1.209301398401980298e-15
1.000000000000000000e+00,7.485400199890136719e+00,1.290342751977670816e-15
1.000000000000000000e+00,7.515639781951904297e+00,1.356578441897444307e-15
1.000000000000000000e+00,7.576119899749755859e+00,1.435126274333350404e-15
1.000000000000000000e+00,7.636600017547607422e+00,1.434344343163967815e-15
1.000000000000000000e+00,7.697090148925781250e+00,1.360109256628386070e-15
1.000000000000000000e+00,7.757569789886474609e+00,1.238229881408096431e-15
1.000000000000000000e+00,7.818049907684326172e+00,1.117541211524067821e-15
1.000000000000000000e+00,7.878540039062500000e+00,1.054449222521085806e-15
1.000000000000000000e+00,7.939020156860351562e+00,1.050205931608733021e-15
1.000000000000000000e+00,7.999509811401367188e+00,1.016302657549167020e-15
1.000000000000000000e+00,8.059989929199218750e+00,8.863485685169981552e-16
1.000000000000000000e+00,8.120470046997070312e+00,7.140653152234081106e-16
1.000000000000000000e+00,8.180959701538085938e+00,5.775432358554052891e-16
1.000000000000000000e+00,8.241439819335937500e+00,4.883543085421789833e-16
1.000000000000000000e+00,8.301919937133789062e+00,4.351508476164004458e-16
1.000000000000000000e+00,8.362409591674804688e+00,4.300033574422366195e-16
1.000000000000000000e+00,8.422889709472656250e+00,4.908867901504554581e-16
1.000000000000000000e+00,8.483369827270507812e+00,6.016645819311566038e-16
1.000000000000000000e+00,8.543860435485839844e+00,6.978160552595136305e-16
1.000000000000000000e+00,8.604339599609375000e+00,7.031920116624087174e-16
1.000000000000000000e+00,8.664830207824707031e+00,5.916523737460141090e-16
1.000000000000000000e+00,8.725310325622558594e+00,4.088703638906581487e-16
1.000000000000000000e+00,8.785790443420410156e+00,2.305053829443191656e-16
1.000000000000000000e+00,8.846280097961425781e+00,1.056933525232075094e-16
