# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.911915993479224696e+00
0.000000000000000000e+00,1.181503665790686886e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.232271913251106632e+00
0.000000000000000000e+00,4.970807885285912636e-02
1.000000000000000000e+00,1.619571879005571274e-16
1.000000000000000000e+00,7.746625703000828977e+00
1.000000000000000000e+00,1.525960329617390143e-01
1.000000000000000000e+00,1.937506461234694962e-16
1.000000000000000000e+00,7.946596672786284010e+00
1.000000000000000000e+00,1.052140947070862170e-01
1.000000000000000000e+00,1.599649514044356060e-16
1.000000000000000000e+00,8.175121106842700769e+00
1.000000000000000000e+00,1.503819421718073090e-01
1.000000000000000000e+00,1.782404550121077380e-16
1.000000000000000000e+00,8.652536488373899104e+00
1.000000000000000000e+00,1.742669805159482721e-01
