# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.903735097371676233e+00
0.000000000000000000e+00,1.034292310291737849e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.226657561379751904e+00
0.000000000000000000e+00,4.909301184174875987e-02
1.000000000000000000e+00,6.387763402644874764e-16
1.000000000000000000e+00,7.512270136036235613e+00
1.000000000000000000e+00,1.129586329353636787e-01
1.000000000000000000e+00,6.406824109685275752e-16
1.000000000000000000e+00,7.853356029845509845e+00
1.000000000000000000e+00,1.513489317188068117e-01
1.000000000000000000e+00,1.999999999999999950e-19
1.000000000000000000e+00,8.143747695127592223e+00
1.000000000000000000e+00,1.659017294252202457e-01
1.000000000000000000e+00,2.840857938110244213e-16
1.000000000000000000e+00,8.646118236136469903e+00
1.000000000000000000e+00,7.869124252663027563e-02
