# Gaussian fit parameters
#  col1: ID - 0=aliphatic, 1=7.7 complex, col2: parameters, col3: fit error
0.000000000000000000e+00,2.466116774544421207e-16
0.000000000000000000e+00,6.894793969816601198e+00
0.000000000000000000e+00,7.645817963805852380e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.227585363397247775e+00
0.000000000000000000e+00,4.700549329618383676e-02
1.000000000000000000e+00,2.588833386980453431e-16
1.000000000000000000e+00,7.654777047850412686e+00
1.000000000000000000e+00,2.085450060382667004e-01
1.000000000000000000e+00,1.172210338092041795e-16
1.000000000000000000e+00,7.909510953980378289e+00
1.000000000000000000e+00,1.228616832497766292e-01
1.000000000000000000e+00,2.273225153705103211e-16
1.000000000000000000e+00,8.219412835324492406e+00
1.000000000000000000e+00,2.000000000000000111e-01
1.000000000000000000e+00,1.399529123368608328e-16
1.000000000000000000e+00,8.601256788138471165e+00
1.000000000000000000e+00,1.560005922352352414e-01
