2.36022,3.12091,0.377325,1.00000

2.36140,2.94474,0.312621,1.00000

2.36258,3.60304,0.298408,1.00000

2.36376,3.61276,0.342743,1.00000

2.36495,3.49621,0.332030,1.00000

2.36613,3.81559,0.321491,1.00000

2.36731,4.20514,0.354417,1.00000

2.36850,4.17297,0.471607,1.00000

2.36968,4.06490,0.516576,1.00000

2.37087,3.93624,0.477338,1.00000

2.37205,4.28443,0.437838,1.00000

2.37324,4.39474,0.432878,1.00000

2.37443,4.22036,0.374910,1.00000

2.37561,3.87948,0.325564,1.00000

2.37680,4.02797,0.306270,1.00000

2.37799,4.41829,0.306453,1.00000

2.37918,3.45129,0.313608,1.00000

2.38037,3.14618,0.377834,1.00000

2.38156,3.81794,0.259164,1.00000

2.38275,3.96987,0.190550,1.00000

2.38394,4.01163,0.144797,1.00000

2.38513,3.87908,0.124272,1.00000

2.38633,4.20343,0.0995196,1.00000

2.38752,4.14649,0.169951,1.00000

2.38872,4.22064,0.179056,1.00000

2.38991,3.87996,0.180149,1.00000

2.39110,3.80881,0.153420,1.00000

2.39230,3.90735,0.177882,1.00000

2.39350,4.14477,0.226777,1.00000

2.39469,4.08844,0.198594,1.00000

2.39589,4.29117,0.204082,1.00000

2.39709,3.83533,0.228952,1.00000

2.39829,4.02420,0.194889,1.00000

2.39949,3.70850,0.241711,1.00000

2.40069,3.83020,0.227954,1.00000

2.40189,4.19511,0.230557,1.00000

2.40309,4.33733,0.289743,1.00000

2.40429,4.44539,0.188392,1.00000

2.40549,4.60934,0.140010,1.00000

2.40670,4.20088,0.205341,1.00000

2.40790,4.06439,0.168005,1.00000

2.40911,3.98097,0.166030,1.00000

2.41031,4.17856,0.155246,1.00000

2.41152,4.35695,0.133700,1.00000

2.41272,4.36672,0.103353,1.00000

2.41393,4.32544,0.147840,1.00000

2.41514,4.50726,0.228556,1.00000

2.41634,4.73060,0.245960,1.00000

2.41755,4.90530,0.315333,1.00000

2.41876,3.97861,0.322374,1.00000

2.41997,4.32805,0.220493,1.00000

2.42118,4.41884,0.274216,1.00000

2.42239,4.02326,0.294586,1.00000

2.42360,3.80098,0.161277,1.00000

2.42482,4.05945,0.143942,1.00000

2.42603,4.03769,0.152234,1.00000

2.42724,3.74041,0.113510,1.00000

2.42846,3.75306,0.163816,1.00000

2.42967,3.85086,0.145693,1.00000

2.43089,3.94805,0.109463,1.00000

2.43210,3.93803,0.148141,1.00000

2.43332,3.88565,0.149727,1.00000

2.43453,4.28130,0.104391,1.00000

2.43575,4.33898,0.0885411,1.00000

2.43697,4.35828,0.111077,1.00000

2.43819,4.26172,0.115759,1.00000

2.43941,4.31982,0.107900,1.00000

2.44063,4.23594,0.0840399,1.00000

2.44185,4.45707,0.0562882,1.00000

2.44307,4.40037,0.0889422,1.00000

2.44429,4.30713,0.0974314,1.00000

2.44551,4.28348,0.0941340,1.00000

2.44674,4.30968,0.0977822,1.00000

2.44796,4.26330,0.0797470,1.00000

2.44919,4.21942,0.0601493,1.00000

2.45041,4.21637,0.0622443,1.00000

2.45164,4.32880,0.0983923,1.00000

2.45286,4.38160,0.0895639,1.00000

2.45409,4.41814,0.116211,1.00000

2.45532,4.28581,0.154307,1.00000

2.45654,4.31459,0.0775612,1.00000

