# index, basename, pah77 (position, flux, fluxerr), aliphatic 6.9 (*4), aliphatic 7.2 (*4), g76 (*4), g78 (*4), g82 (*3), g86 (*4)
# NOTE: (*4) means 4 columns: position, integrated flux (in W/m^2), integrated flux error, sigma.
# NOTE: pah77 flux is sum of g76, g78 and g82.
0,IRAS05063_CWsub,7.918424423863539,2.8059399453617396e-16,8.663889267831574e-17,6.924057078188531,4.235686188232911e-17,1.686036279140027e-17,0.05685792833484194,7.235879994464213,7.242223680725454e-18,1.336287865724566e-17,0.03571554246260933,7.5595887880650805,2.212245709611294e-17,2.933865701840568e-17,0.17216214355520448,7.9226409038809615,2.1741650369147745e-16,3.278695439215724e-17,0.21501034414767894,8.276997416126152,4.1055033748583566e-17,2.451328126775281e-17,0.12018772039370063,8.578699873211681,1.0174693075406856e-16,3.2010788073604524e-17,0.20495094897203955
1,IRAS05092_CWsub,7.774922101851244,2.6789845094874092e-15,8.036411349229648e-17,6.891541445308442,1.038371663860298e-16,1.6122574628740444e-17,0.05827008667542898,7.265038168362542,5.1856435278805976e-17,1.423716784870073e-17,0.045438510095509574,7.50823971925301,6.582248483153778e-16,2.4428003791445444e-17,0.133768183545363,7.82441466044634,1.5636944827324834e-15,2.881676697492227e-17,0.18615186068104067,8.323158093385642,4.570651784395482e-16,2.7119342725928773e-17,0.16486755278376117,8.626188840955875,6.111176887870925e-16,2.409199532751488e-17,0.13011351602271753
2,IRAS05186_CWsub,7.742551393802944,6.64931050454269e-15,8.165381351576527e-17,6.94114110768527,2.609527963078761e-16,1.7949940146782168e-17,0.07867296610983056,7.260250645856281,1.2439036851837843e-16,1.615165428372819e-17,0.06369913502160143,7.65,3.3524454335293837e-15,3.0363684110977824e-17,0.22511707838145947,7.893934592918485,2.8250082440967622e-15,3.0216978279665304e-17,0.222946972575605,8.294743819305875,4.718568269165442e-16,2.1073151125122138e-17,0.10843225208715415,8.61484877735267,1.8056372229318146e-15,2.4396178493932117e-17,0.1453259327162895
3,IRAS05361_CWsub,7.75743385999092,4.8412132818879436e-15,7.037684377007462e-17,6.938923449460142,1.7889529786019206e-16,1.546328463907524e-17,0.08609902947137459,7.227199889523169,0.0,1.1093424386323283e-17,0.04431247532333766,7.45,9.589934009354102e-16,2.581356481400237e-17,0.23993340858136536,7.803673242692237,2.9196072742702364e-15,2.24400859329649e-17,0.181319196978899,8.255707214679884,9.626126066822964e-16,2.2123193023107355e-17,0.17623427355976395,8.626842317950754,1.0806100309818674e-15,1.9569101954646865e-17,0.13789119884948794
4,IRAS05370_CWsub,7.66836445616202,1.1659680967212955e-15,1.7423288187873466e-17,6.8740537938129345,1.7195645750861358e-17,2.7312239245549323e-18,0.03704230044857245,7.169718947258769,4.185390616857781e-17,3.581583664629338e-18,0.06369913502160143,7.567222052385974,5.931514932473449e-16,6.407372563417968e-18,0.20386528953553512,7.851172039970192,4.917905770180521e-16,6.7005294875546285e-18,0.222946972575605,8.274378968646008,8.10260264558983e-17,4.315386136900871e-18,0.09247464185259872,8.605971296066834,2.3163428136195686e-16,4.983367193608308e-18,0.1233187493181361
5,IRAS05413_CWsub,7.611431208823436,5.785095989577091e-16,8.284227140471864e-17,6.858238422556394,1.7224225325103113e-16,1.532625812145223e-17,0.056728216665549676,7.242284140865545,0.0,1.5348155815288058e-17,0.05689043558835021,7.45,2.876397386312022e-16,3.151968959549801e-17,0.23993340858136536,7.97,2.9086986032650697e-16,3.01085569225476e-17,0.2189307381025394,8.271526000118664,0.0,2.1214024886673028e-17,0.10868585043328075,8.649708233126146,1.6448935155607853e-16,2.920307456280808e-17,0.20596053656984462
6,IRAS05588_CWsub,7.736122823173483,3.360418303434287e-15,6.544203209992282e-17,6.915465399680478,1.7209456053209557e-16,1.4787006264993977e-17,0.06945363550462631,7.266038161035317,4.9814858018665035e-17,9.572065862831883e-18,0.02910354058510708,7.596365395585942,1.8325880026546957e-15,2.259179392795617e-17,0.16211974265385617,7.893809200897435,9.46063930943433e-16,1.993394938750186e-17,0.12621796455258716,8.237084089733296,5.81766369836158e-16,2.291628878446479e-17,0.16681036886242945,8.59354398251169,6.811084955480444e-16,1.9601096682319643e-17,0.12203803646718848
7,IRAS06111_CWsub,7.880530381480089,1.2572828072491887e-15,7.611055001146439e-17,6.905261060842497,6.37816500527446e-16,1.7367775839180736e-17,0.07733818891656524,7.271225460585099,9.589372968592216e-17,1.216260496045725e-17,0.03792789933445345,7.564652361406084,1.947327100110856e-16,2.296078982920517e-17,0.1351696639024761,7.8803764201838185,7.88812095122801e-16,2.7648446360873987e-17,0.19599592940219568,8.261755212647515,2.73738002115302e-16,2.5501313821385227e-17,0.1667365068912885,8.605568639425037,9.72976742716301e-17,1.9833848656762373e-17,0.10086014248207442
8,IRAS14429_CWsub,7.963625928749201,1.9967649262594102e-13,8.48141657417928e-15,6.921236855820175,5.7528068578798885e-15,1.7964479315908195e-15,0.06511703393840873,7.256950134286203,1.0080670112876979e-15,1.2049815122282532e-15,0.02929719957404097,7.65,1.0956699942481008e-14,2.5748014427355248e-15,0.133768183545363,7.893413743982721,1.3265108715759392e-13,2.9512406756225963e-15,0.17574160891569357,8.239152909043508,5.606870552586611e-14,2.95537445582116e-15,0.17623427355976395,8.635881711515795,4.9505299751980436e-14,2.8216351632992115e-15,0.16064494342109895
9,IRAS15482_CWsub,7.856680136481587,3.0501659008508523e-15,2.2953183582974196e-16,6.9024759473680914,1.7384268009363891e-16,4.098542192310205e-17,0.05695456967819617,7.253508591171714,3.3117881197868234e-17,3.5165072124700737e-17,0.04192690257792664,7.45,5.596570492848728e-16,7.66170868064281e-17,0.19903113704753467,7.8613510203463,1.7641974581021429e-15,8.081889193257901e-17,0.2214601235349373,8.206502852791122,7.263113934638366e-16,7.209585709073485e-17,0.17623427355976395,8.525005142846553,9.120641509745125e-16,7.752662475332667e-17,0.2037846686912661
